p_year_start_clone2,p_year_end_clone2,p_ongoing,p_fund_gov,p_fund_org,p_fund_wrk,p_fund_union,p_fund_other,p_criteria_jobtitle,p_criteria_tenure,p_criteria_qualifications,p_criteria_assmskills,p_criteria_assmsmotivation,p_criteria_managerrec,p_criteria_other,p_challenge_convincingemployees,p_challenge_selecting,p_challenge_progcompl,p_challenge_learning,p_challenge_newjob,p_challenge_convmanager,p_challenge_effectiveness,p_challenge_scaling,p_challenge_determreturn,p_challenge_supportoutsideHR,p_challenge_funding,p_challenge_other,p_eligibility,p_part,p_part_exp,p_effect_reverse,p_participated_coarse,p_size_coarse1,p_size_coarse2,p_size_coarse3,p_target_top,p_target_middle,p_target_emp,p_target_topmiddle,p_target_middleemp,p_target_all,p_target_topbottom,p_long,p_hours_long,p_compfull,p_oja,p_adv_top,p_adv_hr,p_resp_top,p_resp_hr,p_adv_resp_match,p_cri_individual,p_cha_takeup,p_cha_during,p_cha_support,p_cha_scale,p_participated_Fewer than 50,p_participated_50 - 99,p_participated_100 - 499,p_participated_500 - 999,p_participated_1000 - 9999,p_participated_10000 - 49999,p_participated_50000 - 99999,p_participated_100000 or more,p_participated_2023_Fewer than 50,p_participated_2023_50 - 99,p_participated_2023_100 - 499,p_participated_2023_500 - 999,p_participated_2023_1000 - 9999,p_participated_2023_10000 - 49999,p_participated_2023_50000 - 99999,p_participated_2023_100000 or more,p_mandavolunt_Mandatory,p_mandavolunt_Voluntary,p_year_start_2019,p_year_start_2020,p_year_start_2021,p_year_start_2022,p_year_start_2023,p_year_end_2019,p_year_end_2020,p_year_end_2021,p_year_end_2022,p_year_end_2023,p_year_end_Ongoing,p_hourstrained_less 10 hours,p_hourstrained_10 - 49 hours,p_hourstrained_50 - 99 hours,p_hourstrained_100 - 199 hours,p_hourstrained_200 - 499 hours,p_hourstrained_greater 500 hours,p_duration_less 1 month,p_duration_2 - 6 months,p_duration_7 - 12 months,p_duration_ greater 12 months,p_comphours_Entirely compensated hours,p_comphours_Partly compensated hours,p_comphours_Uncompensated hours,p_otjactivities_Yes,p_otjactivities_No,p_cost_less $500,p_cost_$501 - $1_000,p_cost_$1_001 - $5_000,p_cost_$5_001 - $10_000,p_cost_greater $10_000,p_adequatefund_Overfunded,p_adequatefund_Adequate funding,p_adequatefund_Underfunded,p_adequatefunddummy_Not adequately funded,p_adequatefunddummy_Adequately funded,p_advocacy_Board of Directors,p_advocacy_C-Suite Leaders excluding HR,p_advocacy_HR Leaders,p_advocacy_Business Unit/Subsidiary/Function Leaders,p_advocacy_Middle Managers and/or front-line supervisors,p_advocacy_Employees (salaried and/or hourly wage),p_advocacy_Unclear who is the primary advocate,p_advocacy_hier_Top Management,p_advocacy_hier_HR,p_advocacy_hier_BU and Middle Management,p_advocacy_hier_Employees and Others,p_responsibility_Board of Directors,p_responsibility_C-Suite Leaders_ excluding HR,p_responsibility_HR Leaders,p_responsibility_Business Unit/Subsidiary/Function Leaders,p_responsibility_Middle Managers and/or front-line supervisors,p_responsibility_Employees (salaried and/or hourly wage),p_responsibility_Internal Academy,p_responsibility_hier_Top Management,p_responsibility_hier_HR,p_responsibility_hier_BU and Middle Management,p_responsibility_hier_Employees and Others,p_application_Anyone could apply regardless of their function/department ,p_application_Anyone could apply if belonging to specific function/department/hier level,p_application_Only people nominated by managers,p_application_Other,p_selection_Yes,p_selection_No,p_targetemp_c_Not Selected,p_targetemp_c_Selected,p_targetemp_bul_Not Selected,p_targetemp_bul_Selected,p_targetemp_mm_Not Selected,p_targetemp_mm_Selected,p_targetemp_emp_Not Selected,p_targetemp_emp_Selected,p_targetfunc_leg_Not Selected,p_targetfunc_leg_Selected,p_targetfunc_hr_Not Selected,p_targetfunc_hr_Selected,p_targetfunc_adm_Not Selected,p_targetfunc_adm_Selected,p_targetfunc_it_Not Selected,p_targetfunc_it_Selected,p_targetfunc_op_Not Selected,p_targetfunc_op_Selected,p_targetfunc_mrksal_Not Selected,p_targetfunc_mrksal_Selected,p_targetfunc_rd_Not Selected,p_targetfunc_rd_Selected,p_targetfunc_accfin_Not Selected,p_targetfunc_accfin_Selected,p_targetfunc_cust_Not Selected,p_targetfunc_cust_Selected,p_difloc_Yes,p_difloc_No,p_difstand_Very standard across geographies,p_difstand_Mix of standard and custom,p_difstand_Very flexible,p_cont_investment_Not at all likely,p_cont_investment_Somewhat likely,p_cont_investment_Uncertain,p_cont_investment_Likely,p_cont_investment_Very likely,p_finassessment_Yes,p_finassessment_No,p_effectiveness_Very Effective,p_effectiveness_Moderately Effective,p_effectiveness_Not Effective,p_roi_No attempt to calculate,p_roi_Not yet_ but intends to,p_roi_Tried to_ but unable,p_roi_Negative ROI,p_roi_Positive ROI,KMeans_Cluster,Program_Type
2020.0,2022.0,0.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.0,77.0,92.0,3.0,3.0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,1,Reskilling
2020.0,2022.0,0.0,20.0,30.0,30.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,81.0,78.0,2.0,2.0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,1,Upskilling
2020.0,2022.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,10.0,14.0,2.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,0,Reskilling
2022.0,2022.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,21.0,41.0,2.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,0,Reskilling
2022.0,2023.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,52.0,70.0,3.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,0,Reskilling
2021.0,2023.0,1.0,30.0,60.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,15.0,40.0,3.0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,0,Reskilling
2022.0,2023.0,1.0,15.0,55.0,0.0,30.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.0,16.0,33.0,2.0,2.0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,0,Reskilling
2021.0,2023.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,65.0,22.0,77.0,3.0,3.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,1,Upskilling
2020.0,2021.0,0.0,0.0,80.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,16.0,84.0,3.0,2.0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,1,Reskilling
2020.0,2023.0,1.0,25.0,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,41.0,66.0,3.0,2.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,0,Reskilling
2021.0,2023.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,25.0,35.0,3.0,2.0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,1,Reskilling
2019.0,2020.0,0.0,15.0,25.0,30.0,10.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,77.0,80.0,2.0,2.0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,1,Reskilling
2022.0,2023.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,2.0,2.0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0,Upskilling
2021.0,2023.0,0.0,10.0,10.0,20.0,40.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,99.0,82.0,3.0,3.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,1,Reskilling
2020.0,2023.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,86.0,95.0,3.0,3.0,0,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,1,Reskilling
2020.0,2023.0,0.0,15.0,40.0,10.0,15.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,47.0,60.0,70.0,2.0,1.0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,1,Reskilling
2021.0,2023.0,1.0,0.0,33.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,40.0,2.0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,0,Reskilling
2022.0,2023.0,0.0,30.0,40.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,62.0,85.0,3.0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,0,Reskilling
2022.0,2023.0,0.0,25.0,25.0,25.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.0,77.0,80.0,2.0,2.0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,1,Reskilling
2020.0,2023.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,70.0,3.0,2.0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,0,Reskilling
2023.0,2023.0,1.0,20.0,20.0,20.0,20.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,3.0,3.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,1,Reskilling
2019.0,2020.0,0.0,0.0,75.0,0.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,20.0,40.0,2.0,1.0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,0,Reskilling
2021.0,2023.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,91.0,84.0,83.0,3.0,2.0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,0,Reskilling
