category,variable,variable_label,test,test_statistic,p_value,significance,mean_cluster0,std_cluster0,z_score_cluster0,mean_cluster1,std_cluster1,z_score_cluster1,mean_cluster2,std_cluster2,z_score_cluster2
other,p_participated_2023_Fewer than 50,p_participated_2023_Fewer than 50,ANOVA,10.358057974852818,3.4880046555022246e-05,***,0.009852216748768473,0.09901233962757897,-0.20297769929681278,0.02952029520295203,0.16957285813540093,-0.11810389482512654,0.08294930875576037,0.2760176619967223,0.112458722664919
program_structure,p_hourstrained_200 - 499 hours,p_hourstrained_200 - 499 hours,ANOVA,10.298886670855763,3.696666421504671e-05,***,0.22167487684729065,0.416400360360407,0.25976250426586467,0.08118081180811808,0.27361788806195886,-0.1533510628895561,0.12749615975422426,0.33378440471565424,-0.017163825380800038
other,p_cri_individual,p_cri_individual,ANOVA,10.228529930114746,3.961109177907929e-05,***,0.9655172228813171,0.18291670083999634,0.24765215814113617,0.8339483141899109,0.37281548976898193,-0.16791915893554688,0.8847926259040833,0.3195175230503082,-0.007323179394006729
program_structure,p_duration_ greater 12 months,p_duration_ greater 12 months,ANOVA,10.224799682360151,3.975647292822702e-05,***,0.10837438423645321,0.31162114872178254,0.1959656388913368,0.01107011070110701,0.10482418557326745,-0.20938870086357836,0.06758832565284179,0.25123116438015336,0.026057316803515192
other,p_participated_2023_10000 - 49999,p_participated_2023_10000 - 49999,ANOVA,10.000676270217397,4.954728732011173e-05,***,0.08374384236453201,0.2776880745219315,0.2764572549932379,0.014760147601476014,0.12081451055837465,-0.10522265218403264,0.026113671274961597,0.15959596866089287,-0.042404737360605904
targeting,p_criteria_assmskills,Criteria - Pre-assessment of knowledge/skills,ANOVA,9.485189437866211,8.223776967497543e-05,***,0.9211822748184204,0.27012020349502563,0.24030481278896332,0.7712177038192749,0.42082589864730835,-0.15979234874248505,0.8279569745063782,0.3777080476284027,-0.008415120653808117
targeting,p_targetfunc_adm_Selected,p_targetfunc_adm_Selected,ANOVA,9.052863171149964,0.00012582776839013737,***,0.32019704433497537,0.4677055439406348,-0.02971891595762616,0.23616236162361623,0.4255088842528506,-0.20778579632821878,0.3794162826420891,0.48561488094580274,0.09576480913109901
targeting,p_targetfunc_adm_Not Selected,p_targetfunc_adm_Not Selected,ANOVA,9.052863171149964,0.00012582776839013737,***,0.6798029556650246,0.4677055439406347,0.029718915957626043,0.7638376383763837,0.4255088842528506,0.20778579632821872,0.620583717357911,0.48561488094580274,-0.09576480913109889
other,p_difstand_Very standard across geographies,p_difstand_Very standard across geographies,ANOVA,8.85588176358264,0.00015274971792054065,***,0.3399014778325123,0.47484649958288844,0.14182303822767392,0.34317343173431736,0.47564720371576247,0.1491356782695915,0.22887864823348694,0.4204339908186639,-0.10630698244435806
program_design,p_responsibility_hier_BU and Middle Management,p_responsibility_hier_BU and Middle Management,ANOVA,8.664113382336925,0.00018449469626596047,***,0.27586206896551724,0.44805257458664155,0.15256742196126752,0.12915129151291513,0.33598779076719754,-0.20540055649815867,0.22887864823348694,0.4204339908186639,0.037929898852325124
other,p_roi_No attempt to calculate,p_roi_No attempt to calculate,ANOVA,8.377631210723715,0.0002446470839164861,***,0.18719211822660098,0.3910299899072666,0.16452866276686168,0.17343173431734318,0.3793205840812251,0.12383640114863893,0.0967741935483871,0.2958773805440657,-0.10285558103372365
other,p_oja,p_oja,ANOVA,8.368766784667969,0.0002467932063154876,***,0.9113300442695618,0.2849695086479187,-0.008716446347534657,0.8560885787010193,0.35164931416511536,-0.20543356239795685,0.9385560750961304,0.24032747745513916,0.08823656290769577
other,p_otjactivities_Yes,p_otjactivities_Yes,ANOVA,8.368765309832272,0.0002467935648328192,***,0.9113300492610837,0.28496952144392174,-0.00871646197472334,0.8560885608856088,0.351649309074205,-0.2054336753290394,0.9385560675883257,0.2403274775529712,0.08823650966979783
other,p_otjactivities_No,p_otjactivities_No,ANOVA,8.368765309832273,0.0002467935648328192,***,0.08866995073891626,0.28496952144392174,0.008716461974723241,0.14391143911439114,0.3516493090742049,0.20543367532903908,0.06144393241167435,0.2403274775529712,-0.0882365096697979
program_structure,p_hourstrained_10 - 49 hours,p_hourstrained_10 - 49 hours,ANOVA,8.280307680703464,0.00026927049684345174,***,0.10344827586206896,0.30529636799570525,-0.24308902905218366,0.19557195571955718,0.3973741885542189,-0.013264367716082059,0.23348694316436253,0.42337469245795994,0.08132368133433411
other,p_effectiveness_Moderately Effective,p_effectiveness_Moderately Effective,ANOVA,7.93682466686922,0.0003777775660833896,***,0.3793103448275862,0.48641496895260905,-0.15566783201258227,0.3948339483394834,0.48971937363894014,-0.12451842423547317,0.5069124423963134,0.5003366466831901,0.10037644065494228
other,p_effectiveness_Very Effective,p_effectiveness_Very Effective,ANOVA,7.91559518376746,0.00038576921014013397,***,0.6157635467980296,0.48761673723013443,0.15811008587040576,0.5977859778597786,0.4912518837461418,0.12207271919374353,0.4869431643625192,0.5002138264276149,-0.1001198991293345
other,p_effect_reverse,p_effect_reverse,ANOVA,7.518881797790527,0.0005705321091227233,***,2.610837459564209,0.4987913966178894,0.15670552849769592,2.5904059410095215,0.5074812769889832,0.11676917970180511,2.4807987213134766,0.5121748447418213,-0.09747394174337387
other,p_cont_investment_Very likely,p_cont_investment_Very likely,ANOVA,7.431410194774584,0.0006219693818725969,***,0.3251231527093596,0.46957887137465665,0.05579191553616618,0.2066420664206642,0.40564554989521107,-0.20274965640301043,0.3302611367127496,0.47066868243572657,0.06700368361194164
other,p_roi_Positive ROI,p_roi_Positive ROI,ANOVA,7.292784795260091,0.0007131705743060806,***,0.35467980295566504,0.47959891548936473,-0.12788077463290864,0.3505535055350554,0.4780260994508398,-0.1362435487473072,0.46543778801843316,0.49918757108296974,0.09659262513210544
program_structure,p_hourstrained_greater 500 hours,p_hourstrained_greater 500 hours,ANOVA,6.970242737748868,0.000980648373942736,***,0.06403940886699508,0.24542837559696246,0.10570394446218165,0.0036900369003690036,0.06074567392307871,-0.19276812818508784,0.05222734254992319,0.22265623850128807,0.0472845806641105
targeting,p_criteria_tenure,Criteria - Tenure,ANOVA,6.936498165130615,0.0010138856014236808,**,0.8620689511299133,0.3456800580024719,0.22995665669441223,0.7601476311683655,0.42778322100639343,-0.010121301747858524,0.7357910871505737,0.4412500858306885,-0.06749369204044342
other,p_participated_100000 or more,p_participated_100000 or more,ANOVA,6.8965599999999965,0.0010546847317834647,**,0.014778325123152709,0.12096282516719106,0.23475020296701843,0.0,0.0,-0.051685782215081064,0.0,0.0,-0.051685782215081064
other,p_challenge_scaling,Challenge - Scaling-up the program,ANOVA,6.778561592102051,0.0011850908631458879,**,0.2019704431295395,0.40246278047561646,-0.06303075700998306,0.15867158770561218,0.3660455346107483,-0.1661190539598465,0.26574501395225525,0.44206875562667847,0.08880725502967834
program_design,p_advocacy_Board of Directors,p_advocacy_Board of Directors,ANOVA,6.69636785003597,0.0012853586222579874,**,0.10837438423645321,0.31162114872178254,0.14065731021964625,0.025830258302583026,0.1589221588153321,-0.17853530216427224,0.07987711213517665,0.2713113175471784,0.030460265609722897
program_design,p_advocacy_hier_BU and Middle Management,p_advocacy_hier_BU and Middle Management,ANOVA,6.503248574164055,0.0015556781067906534,**,0.2512315270935961,0.4347936355741368,0.2140492151043802,0.12915129151291513,0.33598779076719754,-0.11030036444343021,0.16282642089093702,0.36949112487636426,-0.020830402307249724
targeting,p_targetfunc_leg_Not Selected,p_targetfunc_leg_Not Selected,ANOVA,5.664775434582151,0.003565802693739705,**,0.8423645320197044,0.36529972113395764,-0.13805514879099112,0.9372693726937269,0.24292644318648118,0.1606861173298886,0.8786482334869432,0.3267867110692998,-0.02384138646978288
targeting,p_targetfunc_leg_Selected,p_targetfunc_leg_Selected,ANOVA,5.664775434582151,0.003565802693739705,**,0.15763546798029557,0.36529972113395764,0.13805514879099093,0.06273062730627306,0.24292644318648118,-0.16068611732988883,0.12135176651305683,0.3267867110692998,0.02384138646978292
targeting,p_criteria_qualifications,Criteria - Pre-existing skills/qualifications,ANOVA,5.434004306793213,0.004481240641325712,**,0.8916256427764893,0.31162115931510925,0.11042655259370804,0.7933579087257385,0.40564554929733276,-0.16652706265449524,0.8648233413696289,0.34217506647109985,0.03488808497786522
other,p_participated_2023_50000 - 99999,p_participated_2023_50000 - 99999,ANOVA,4.960726227986365,0.007162317389724475,**,0.034482758620689655,0.18291669761292895,0.17103484231236332,0.0,0.0,-0.12006076676692375,0.013824884792626729,0.11685346535045411,-0.003354232251264861
program_design,p_advocacy_Employees (salaried and/or hourly wage),p_advocacy_Employees (salaried and/or hourly wage),ANOVA,4.937449031311649,0.007329499478689833,**,0.054187192118226604,0.22694637660678363,0.17074517953343984,0.007380073800738007,0.08574812064452846,-0.1196595162137316,0.026113671274961597,0.15959596866089287,-0.0034309409391198712
other,p_cont_investment_Likely,p_cont_investment_Likely,ANOVA,4.895546803241718,0.007640365366108931,**,0.4630541871921182,0.4998658552920334,-0.025021542105216045,0.5571955719557196,0.49763689214603474,0.1634028410683164,0.445468509984639,0.49739959497749536,-0.06021935004939315
other,p_application_Only people nominated by managers,p_application_Only people nominated by managers,ANOVA,4.799761755653224,0.008401496760933198,**,0.0049261083743842365,0.07018624063435967,-0.17626084614132473,0.033210332103321034,0.17951691358538513,-0.030424929575583532,0.05222734254992319,0.22265623850128805,0.06762842961854387
other,p_roi_Negative ROI,p_roi_Negative ROI,ANOVA,4.759518995237365,0.008743518386890112,**,0.09852216748768473,0.2987561395884834,-0.10928361055944427,0.0996309963099631,0.3000614943124221,-0.10605031746142062,0.16282642089093702,0.3694911248763643,0.07822459136038731
program_design,p_responsibility_Middle Managers and/or front-line supervisors,p_responsibility_Middle Managers and/or front-line supervisors,ANOVA,4.744897358602808,0.00887121253655571,**,0.1330049261083744,0.34041956491017544,0.0758229157966188,0.05904059040590406,0.2361367349769537,-0.1610936132776073,0.1228878648233487,0.32856089662492166,0.04341677003305368
program_structure,p_duration_less 1 month,p_duration_less 1 month,ANOVA,4.707416173034809,0.009207142580263497,**,0.029556650246305417,0.169779415691903,-0.16661782566333536,0.1033210332103321,0.30494086293788003,0.11701536490959795,0.07373271889400922,0.2615363763288228,0.0032446309050015703
other,p_finassessment_No,p_finassessment_No,ANOVA,4.387469852845483,0.012646155560054191,*,0.17733990147783252,0.3829003667087991,0.1698241689429253,0.08856088560885608,0.2846345203381025,-0.10152655679445047,0.11827956989247312,0.32318718824159326,-0.010692180344266887
other,p_finassessment_Yes,p_finassessment_Yes,ANOVA,4.3874698528454825,0.012646155560054191,*,0.8226600985221675,0.3829003667087991,-0.16982416894292535,0.9114391143911439,0.2846345203381025,0.10152655679445034,0.8817204301075269,0.32318718824159326,0.010692180344266845
other,p_selection_No,p_selection_No,ANOVA,4.318542100254212,0.01354138153030688,*,0.08374384236453201,0.2776880745219315,-0.14801198131204055,0.11439114391143912,0.3188746098549838,-0.058148403348291446,0.15821812596006143,0.36522602701533424,0.07036044472155334
program_design,p_advocacy_hier_Top Management,p_advocacy_hier_Top Management,ANOVA,4.16960038417289,0.01569863397217195,*,0.3448275862068966,0.4764870883600601,0.14856566095163615,0.22509225092250923,0.41841576298880895,-0.11850831269835162,0.27956989247311825,0.44913297597429525,0.0030060269862844397
other,p_adv_top,p_adv_top,ANOVA,4.169600009918213,0.015698639675974846,*,0.3448275923728943,0.47648710012435913,0.1485656499862671,0.22509224712848663,0.41841575503349304,-0.11850834637880325,0.2795698940753937,0.4491329789161682,0.003006006358191371
other,p_roi_Not yet_ but intends to,p_roi_Not yet_ but intends to,ANOVA,4.119923657621958,0.01649217619985185,*,0.2660098522167488,0.442961835851877,0.08497350399862666,0.2767527675276753,0.44822093773059085,0.11048128859541438,0.19969278033794163,0.4000767975431863,-0.07248855686801609
program_design,p_advocacy_hier_Employees and Others,p_advocacy_hier_Employees and Others,ANOVA,3.5921969221084544,0.027854938623915127,*,0.054187192118226604,0.22694637660678363,0.10056932983942958,0.01107011070110701,0.10482418557326743,-0.1321668534886436,0.039938556067588324,0.19596545041740512,0.023658438307247627
other,p_difstand_Mix of standard and custom,p_difstand_Mix of standard and custom,ANOVA,3.355867221436868,0.0352295599956511,*,0.3694581280788177,0.48385130066876414,0.12396150814438996,0.33948339483394835,0.47441007294938403,0.05929331822071559,0.282642089093702,0.4506300812909013,-0.06333744299711999
program_design,p_responsibility_Business Unit/Subsidiary/Function Leaders,p_responsibility_Business Unit/Subsidiary/Function Leaders,ANOVA,3.339376837191454,0.03581182222553891,*,0.14285714285714285,0.35079219298485403,0.1272351434934631,0.07011070110701106,0.2558058919699538,-0.11096826710586818,0.10599078341013825,0.30806252098884196,0.006518688566078767
other,p_year_start_2020,p_year_start_2020,ANOVA,3.134977601433843,0.043882017605191906,*,0.2019704433497537,0.40246278853054557,-0.03196603842192408,0.2693726937269373,0.44445469442875046,0.13199693244148594,0.1966205837173579,0.39774859722071093,-0.044980127330248997
funding,p_adequatefund_Underfunded,p_adequatefund_Underfunded,ANOVA,3.1056491847917584,0.045180736260487867,*,0.029556650246305417,0.169779415691903,-0.09621104544307173,0.033210332103321034,0.17951691358538513,-0.07955901902205956,0.06451612903225806,0.24585900456169893,0.0631203323808321
other,p_application_Anyone could apply if belonging to specific function/department/hier level,p_application_Anyone could apply if belonging to specific function/department/hier level,ANOVA,2.659314696117336,0.07043735438776512,,0.2512315270935961,0.4347936355741368,-0.1437588883450213,0.34317343173431736,0.47564720371576247,0.05354412482861001,0.32872503840245776,0.4701110209005038,0.02253855069967126
program_design,p_responsibility_Employees (salaried and/or hourly wage),p_responsibility_Employees (salaried and/or hourly wage),ANOVA,2.655770658715336,0.0706862487418045,,0.034482758620689655,0.18291669761292892,0.13647918642536325,0.01845018450184502,0.13482154291933846,0.012111284116227907,0.010752688172043012,0.10321546681053409,-0.04759974322557064
other,p_cost_greater $10_000,p_cost_greater $10_000,ANOVA,2.5101473588830965,0.08171249652764132,,0.029556650246305417,0.16977941569190302,0.10799452671283162,0.0036900369003690036,0.06074567392307872,-0.09806320991126652,0.016897081413210446,0.12898498484143675,0.007146299482716451
program_design,p_advocacy_Unclear who is the primary advocate,p_advocacy_Unclear who is the primary advocate,ANOVA,2.2290864534384327,0.10810312941325226,,0.0,0.0,-0.09466064529577567,0.0036900369003690036,0.06074567392307871,-0.05536425195343336,0.013824884792626729,0.11685346535045413,0.05256501271032705
other,p_adv_resp_match,p_adv_resp_match,ANOVA,2.0475926399230957,0.12952712178230286,,0.6847290396690369,0.4657723307609558,0.10033439099788666,0.6568265557289124,0.4756472110748291,0.04235360026359558,0.6129032373428345,0.4874606430530548,-0.04891815781593323
program_structure,p_comphours_Uncompensated hours,p_comphours_Uncompensated hours,ANOVA,1.9067752235125177,0.1490397706757439,,0.009852216748768473,0.09901233962757897,-0.09647811683502597,0.01845018450184502,0.13482154291933846,-0.041311938461566944,0.03225806451612903,0.17682055504059344,0.0472820169594392
program_structure,p_comphours_Entirely compensated hours,p_comphours_Entirely compensated hours,ANOVA,1.6948150739756562,0.18410295335165944,,0.645320197044335,0.47959891548936473,-0.013080544570351004,0.6974169741697417,0.4602261597097462,0.09620815373532647,0.6344086021505376,0.4819659217315106,-0.03597090493777609
other,p_compfull,p_compfull,ANOVA,1.694814682006836,0.18410302698612213,,0.6453201770782471,0.47959890961647034,-0.013080550357699394,0.6974169611930847,0.4602261483669281,0.09620816260576248,0.6344085931777954,0.48196592926979065,-0.035970889031887054
other,p_participated_50000 - 99999,p_participated_50000 - 99999,ANOVA,1.6412372980753858,0.19420495590845613,,0.009852216748768473,0.09901233962757897,0.1057394240596403,0.0,0.0,-0.05970821442032541,0.0030721966205837174,0.05538474667491365,-0.00811701532442212
other,p_participated_2023_100000 or more,p_participated_2023_100000 or more,ANOVA,1.4256371646950001,0.24079031590263655,,0.0049261083743842365,0.07018624063435966,0.07470245436715969,0.0036900369003690036,0.060745673923078704,0.04537339566484294,0.0,0.0,-0.04218247075530854
program_structure,p_comphours_Partly compensated hours,p_comphours_Partly compensated hours,ANOVA,1.3137648062693827,0.26921932449040886,,0.3448275862068966,0.4764870883600601,0.045449106190785314,0.28413284132841327,0.4518348240383302,-0.08422924706181814,0.3333333333333333,0.47176700029156615,0.020890871577608768
other,p_cont_investment_Not at all likely,p_cont_investment_Not at all likely,ANOVA,1.2530752880265954,0.2860244720233182,,0.009852216748768473,0.09901233962757897,0.04614189910853277,0.01107011070110701,0.10482418557326743,0.061622897623195685,0.0030721966205837174,0.05538474667491365,-0.04004087676638737
other,p_year_start_2021,p_year_start_2021,ANOVA,1.2245106014216278,0.29429395745072834,,0.3103448275862069,0.46377847574536907,0.09240762041849332,0.24723247232472326,0.43220118923792866,-0.04979794109458517,0.26574500768049153,0.4420687619177586,-0.008085260995885612
program_design,p_responsibility_hier_Employees and Others,p_responsibility_hier_Employees and Others,ANOVA,1.2075480261641498,0.29931753792760013,,0.034482758620689655,0.18291669761292892,0.08313856820512784,0.025830258302583026,0.1589221588153321,0.024466054665531162,0.016897081413210446,0.12898498484143675,-0.03610972374807972
targeting,p_targetfunc_rd_Selected,p_targetfunc_rd_Selected,ANOVA,1.0854728292147258,0.3380964574863572,,0.1724137931034483,0.3786735397539661,0.08640153914148552,0.12546125461254612,0.3318540360926965,-0.04796614938234678,0.13978494623655913,0.3470304129710849,-0.006974940035492479
targeting,p_targetfunc_rd_Not Selected,p_targetfunc_rd_Not Selected,ANOVA,1.0854728292147264,0.3380964574863572,,0.8275862068965517,0.3786735397539661,-0.08640153914148543,0.8745387453874539,0.3318540360926965,0.04796614938234694,0.8602150537634409,0.3470304129710849,0.006974940035492558
other,p_cha_during,p_cha_during,ANOVA,1.0361430644989014,0.35515981912612915,,0.866995096206665,0.34041956067085266,0.09137848764657974,0.8265682458877563,0.37932059168815613,-0.01693451590836048,0.8248847723007202,0.38035786151885986,-0.021444935351610184
other,p_year_start_2023,p_year_start_2023,ANOVA,0.9858185371200281,0.3734566353777079,,0.059113300492610835,0.23641966791423374,-0.01995697058795988,0.04797047970479705,0.214099178850793,-0.06546354335615485,0.07219662058371736,0.2590122029574469,0.03347447815495209
program_design,p_responsibility_Board of Directors,p_responsibility_Board of Directors,ANOVA,0.9164371562499155,0.4002405911792919,,0.059113300492610835,0.23641966791423374,0.061368729082781064,0.033210332103321034,0.17951691358538513,-0.06194386092558341,0.047619047619047616,0.213122606546667,0.006649668674391016
other,p_roi_Tried to_ but unable,p_roi_Tried to_ but unable,ANOVA,0.8676409197644519,0.42022261797627714,,0.09359605911330049,0.2919859863452633,0.03289854778075915,0.0996309963099631,0.300061494312422,0.05459315325775124,0.07526881720430108,0.26402746930805177,-0.032984869020498776
program_structure,p_hourstrained_less 10 hours,p_hourstrained_less 10 hours,ANOVA,0.859873849693667,0.4234941681311116,,0.024630541871921183,0.1553795622644977,-0.03731000444051335,0.02214022140221402,0.14741172715280496,-0.05164730481548624,0.03686635944700461,0.18857851812266788,0.03313417896531641
other,p_year_start_clone2,p_year_start_clone2,ANOVA,0.8425573706626892,0.4308801591396332,,2020.857177734375,1.157962441444397,-0.005043528042733669,2020.7860107421875,1.1540374755859375,-0.06505122035741806,2020.8970947265625,1.2077343463897705,0.028614303097128868
other,p_difstand_Very flexible,p_difstand_Very flexible,ANOVA,0.7265711978682113,0.4837915728974226,,0.06403940886699508,0.24542837559696246,-0.07049531104814735,0.08118081180811808,0.2736178880619589,-0.008577938145616379,0.09062980030721966,0.28730268622234534,0.02555325557639935
other,p_challenge_other,Challenge - Other,ANOVA,0.6906049847602844,0.5014856457710266,,0.0,0.0,-0.07319264858961105,0.007380073890089989,0.08574812114238739,0.02808869257569313,0.006144393235445023,0.07820507884025574,0.0111306793987751
program_design,p_responsibility_Internal Academy,p_responsibility_Internal Academy,ANOVA,0.6906046752239002,0.5014858194959437,,0.0,0.0,-0.07319265082400025,0.007380073800738007,0.08574812064452844,0.02808869256714401,0.006144393241167435,0.07820507977830646,0.011130679618396354
program_design,p_advocacy_C-Suite Leaders excluding HR,p_advocacy_C-Suite Leaders excluding HR,ANOVA,0.6905583903514724,0.5015090027014677,,0.23645320197044334,0.425954061957522,0.07468646724436878,0.1992619926199262,0.4001844593134705,-0.017195438736508604,0.19969278033794163,0.4000767975431863,-0.01613116582644092
other,p_year_end_2020,p_year_end_2020,ANOVA,0.6633521546777129,0.5153235750521963,,0.014778325123152709,0.12096282516719105,-0.02268847422970219,0.025830258302583026,0.1589221588153321,0.06091061200466254,0.015360983102918587,0.12307840008566658,-0.018281129930313368
other,p_application_Other,p_application_Other,ANOVA,0.3636430769230769,0.6952211586336583,,0.0,0.0,-0.0298142396999972,0.0,0.0,-0.0298142396999972,0.0015360983102918587,0.03919309008348102,0.021708063929030217
other,p_year_end_2019,p_year_end_2019,ANOVA,0.34416666413915464,0.7088855881042624,,0.0,0.0,-0.051685782215081064,0.0036900369003690036,0.060745673923078704,0.019835134134200853,0.0030721966205837174,0.05538474667491365,0.007860049829943205
other,p_year_start_2022,p_year_start_2022,ANOVA,0.3362701646485618,0.7145020426899357,,0.2660098522167488,0.44296183585187693,-0.040843224634048506,0.2767527675276753,0.4482209377305908,-0.01704148831956002,0.29339477726574503,0.45566789110937556,0.019830135077285205
other,p_cont_investment_Uncertain,p_cont_investment_Uncertain,ANOVA,0.33549033985811966,0.7150591127486186,,0.07389162561576355,0.26224115588597763,-0.046857132732550086,0.08487084870848709,0.2792050254224105,-0.00794072301773312,0.09216589861751152,0.2894824189771204,0.017916949128284728
program_design,p_advocacy_Middle Managers and/or front-line supervisors,p_advocacy_Middle Managers and/or front-line supervisors,ANOVA,0.16298714006297532,0.8496222259507347,,0.09359605911330049,0.2919859863452633,0.013351088545842197,0.08118081180811808,0.27361788806195886,-0.03006034490405244,0.09216589861751152,0.2894824189771204,0.008350357133935876
other,p_year_start_2019,p_year_start_2019,ANOVA,0.1409761243656718,0.8685254293743163,,0.1625615763546798,0.3698773410567424,-0.012189269632672925,0.15867158671586715,0.3660455434688407,-0.022611463354517365,0.17204301075268819,0.3777080329397683,0.013213714753466757
other,p_cont_investment_Somewhat likely,p_cont_investment_Somewhat likely,ANOVA,0.11765461113657222,0.8890140179041413,,0.12807881773399016,0.335003699838563,-0.010281422811025355,0.14022140221402213,0.34785898971484686,0.02562667594851596,0.12903225806451613,0.3354934146380651,-0.007461905301704636
other,p_effectiveness_Not Effective,p_effectiveness_Not Effective,ANOVA,0.05712427257144454,0.9444794362242331,,0.0049261083743842365,0.07018624063435966,-0.016475273988088898,0.007380073800738007,0.08574812064452844,0.014717782720560272,0.006144393241167435,0.07820507977830646,-0.000989306448064183
other,p_challenge_newjob,Challenge - Ensuring that participants could find a new job,ANOVA,0.02849910780787468,0.9719038605690002,,0.1822660118341446,0.38701802492141724,0.0047346740029752254,0.18450184166431427,0.3886105716228485,0.010546126402914524,0.17818740010261536,0.3829646706581116,-0.005866606254130602
targeting,p_criteria_other,Criteria - Other,ANOVA,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
